City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Arroyo de la Encomienda,41.61,-4.8,52.0,81,0,3.36,ES,1606238750
Kruisfontein,-34.0,24.73,62.01,72,19,8.99,ZA,1606238751
Christchurch,-43.53,172.63,55.99,87,100,5.82,NZ,1606238660
Fonte Boa,-2.5,-66.27,86.14,75,71,1.88,BR,1606238752
Nelson,-41.28,173.28,55.99,85,100,1.99,NZ,1606238752
Nola,40.92,14.53,55.99,68,53,1.01,IT,1606238753
Palora,-1.7,-77.93,80.6,54,40,3.36,EC,1606238753
Zhigalovo,54.81,105.16,4.15,91,42,0.58,RU,1606238754
Kishni,27.02,79.26,65.17,27,73,2.46,IN,1606238754
Uglovoye,44.82,33.6,45.73,66,92,12.86,UA,1606238755
Cangzhou,38.32,116.87,37.18,79,42,4.83,CN,1606238756
Pangkalanbuun,-2.68,111.62,74.41,96,100,2.71,ID,1606238756
Bengaluru,12.98,77.6,71.6,83,40,4.7,IN,1606238672
Marshall,34.38,-86.33,59.0,47,1,6.93,US,1606238758
Santiago del Estero,-27.8,-64.26,106.25,20,29,19.19,AR,1606238538
Ron,15.67,75.73,71.85,49,77,8.57,IN,1606238758
Bowen,-20.02,148.23,69.8,83,80,5.82,AU,1606238759
Antofagasta,-23.65,-70.4,70.0,67,40,14.99,CL,1606238737
Mochudi,-24.42,26.15,80.6,61,20,8.05,BW,1606238760
Nador,35.17,-2.93,62.6,67,0,2.24,MA,1606238760
Omboué,-1.57,9.26,78.89,86,83,7.52,GA,1606238760
Pitmoaga,12.24,-1.88,91.4,17,0,5.82,BF,1606238761
Derzhavīnsk,51.1,66.32,11.1,95,13,8.37,KZ,1606238762
Manoharpur,27.3,75.95,64.4,48,40,8.05,IN,1606238762
Uvira,-3.41,29.15,76.19,64,96,7.4,CD,1606238762
Bjerkvik,68.56,17.52,35.6,55,75,11.41,NO,1606238763
Wyndham,37.7,-77.61,52.0,43,1,5.82,US,1606238763
Lahat,-3.8,103.53,73.02,93,99,0.4,ID,1606238764
Carballo,43.21,-8.69,55.0,90,100,1.99,ES,1606238764
Mayna,54.11,47.62,29.82,99,100,11.81,RU,1606238765
Dalmatovo,56.26,62.94,18.73,95,100,10.09,RU,1606238765
Anju,39.62,125.66,30.33,85,37,2.33,KP,1606238766
Compiègne,49.42,2.83,46.4,70,0,10.29,FR,1606238766
Şile,41.18,29.61,55.99,59,99,8.01,TR,1606238767
Chimbote,-9.09,-78.58,68.9,69,35,13.82,PE,1606238535
Portland,45.52,-122.68,45.0,75,90,3.36,US,1606238457
Naze,28.37,129.48,69.8,73,90,12.75,JP,1606238768
Laguna,38.42,-121.42,48.99,87,1,0.87,US,1606238768
Csorvás,46.63,20.83,37.99,83,0,1.99,HU,1606238769
Nanlong,31.35,106.06,47.52,75,52,2.91,CN,1606238769
Sawtell,-30.38,153.1,64.4,77,58,9.17,AU,1606238770
Panama City,8.99,-79.52,87.8,74,75,5.82,PA,1606238642
Vestmannaeyjar,63.44,-20.27,37.4,74,75,11.41,IS,1606238771
Mahon,39.89,4.27,57.2,67,20,3.36,ES,1606238771
St. Julian's,35.92,14.49,64.0,82,20,5.82,MT,1606238772
Ndélé,8.41,20.65,82.49,27,17,2.71,CF,1606238772
Port Hedland,-20.32,118.57,82.4,58,49,6.93,AU,1606238772
Talaya,61.38,152.75,-8.66,88,100,3.44,RU,1606238773
Blahodatne,50.66,24.25,38.14,86,58,8.95,UA,1606238774
Katsuura,35.13,140.3,51.8,81,75,14.99,JP,1606238775
Arona,28.1,-16.68,73.99,43,0,3.36,ES,1606238776
Melfi,41.0,15.65,46.99,86,90,2.24,IT,1606238776
Havre-St-Pierre,50.23,-63.6,23.0,62,90,20.8,CA,1606238777
Shache,38.42,77.24,23.4,81,100,7.2,CN,1606238778
Tabuk,17.42,121.44,69.42,86,29,3.22,PH,1606238778
Yukamenskoye,57.89,52.24,24.12,97,99,12.75,RU,1606238778
Moose Factory,51.26,-80.61,8.6,77,1,6.93,CA,1606238779
Juneau,58.3,-134.42,37.99,86,90,6.93,US,1606238679
Klaksvík,62.23,-6.59,42.8,87,28,13.87,FO,1606238780
Beringovskiy,63.05,179.32,27.28,96,95,2.17,RU,1606238780
Jiayuguan City,39.82,98.3,17.01,84,86,2.89,CN,1606238780
Broome,42.25,-75.83,39.0,64,90,10.29,US,1606238781
Tautira,-17.73,-149.15,82.4,74,75,8.05,PF,1606238781
Mezen',65.85,44.24,27.68,98,100,7.83,RU,1606238782
Westport,41.14,-73.36,48.99,39,1,12.75,US,1606238782
Pisco,-13.7,-76.22,71.6,60,0,10.29,PE,1606238783
Lodja,-3.48,23.43,69.19,97,100,1.12,CD,1606238783
Roald,62.58,6.13,46.4,75,75,10.29,NO,1606238783
Lázaro Cárdenas,17.96,-102.2,84.72,61,13,2.8,MX,1606238784
Champerico,14.3,-91.92,87.8,58,20,4.7,GT,1606238784
Alice Springs,-23.7,133.88,73.4,43,2,3.36,AU,1606238625
Pimenteiras,-6.25,-41.42,96.24,33,29,6.35,BR,1606238785
Kon Tum,14.35,108.0,68.59,83,32,3.09,VN,1606238785
Bon Air,37.52,-77.56,51.01,51,1,1.99,US,1606238786
Twin Falls,42.35,-114.64,36.0,80,90,6.93,US,1606238786
Umluj,25.02,37.27,79.02,57,0,4.29,SA,1606238787
Puerto Padre,21.2,-76.6,84.2,66,40,14.99,CU,1606238787
Rockland,41.17,-74.05,48.0,50,10,5.01,US,1606238787
Maturin,9.75,-63.18,83.53,75,5,8.59,VE,1606238788
Tot'ma,59.97,42.76,28.09,98,100,4.21,RU,1606238789
Russell,32.35,-85.2,64.4,45,1,10.29,US,1606238789
Bontang,0.13,117.5,78.31,84,88,4.54,ID,1606238790
Erbil,36.19,44.01,53.6,58,0,3.36,IQ,1606238790
Bacolod City,10.67,122.95,77.92,83,99,13.87,PH,1606238790
Monteagudo,-19.82,-63.98,98.6,25,0,9.17,BO,1606238791
Avera,33.19,-82.53,57.2,44,1,5.82,US,1606238791
Hinatuan,8.37,126.33,77.49,89,100,5.08,PH,1606238792
Smoky Lake,54.12,-112.47,19.4,100,100,8.05,CA,1606238792
Gaillac,43.9,1.9,52.0,73,98,1.99,FR,1606238793
Nsunga,-1.14,31.39,77.0,73,0,0.6,TZ,1606238793
Farafenni,13.57,-15.6,98.78,11,1,8.23,GM,1606238794
Kupino,54.37,77.3,8.74,96,67,3.56,RU,1606238795
Denpasar,-8.65,115.22,80.6,88,20,5.82,ID,1606238734
Masallātah,32.62,14.0,61.97,77,33,8.23,LY,1606238796
Vega de Alatorre,20.03,-96.63,77.88,68,0,8.16,MX,1606238797
Prince Rupert,54.32,-130.32,44.6,75,90,16.11,CA,1606238798
Muli,2.92,73.57,82.8,71,48,9.04,MV,1606238798
Phonhong,18.5,102.42,72.5,83,1,1.77,LA,1606238798
Djebeniana,35.03,10.91,62.6,88,40,6.93,TN,1606238799
Saldanha,-33.01,17.94,60.8,63,37,10.29,ZA,1606238799
Lukovetskiy,64.3,41.92,30.2,100,90,4.47,RU,1606238800
Aswān,24.09,32.91,70.39,24,0,6.17,EG,1606238800
Cotonou,6.37,2.42,86.0,74,20,12.75,BJ,1606238694
Ilo,-17.64,-71.34,69.8,73,0,8.05,PE,1606238801
Bandar-e Lengeh,26.56,54.88,71.6,49,0,4.7,IR,1606238801
Yurginskoye,56.82,67.39,15.17,95,100,9.57,RU,1606238802
Kumul,42.8,93.45,18.32,73,9,1.45,CN,1606238802
Great Yarmouth,52.61,1.73,50.0,81,0,13.87,GB,1606238802
Tomé,-36.62,-72.95,68.0,52,20,9.17,CL,1606238803
Papetoai,-17.5,-149.87,82.4,74,75,8.05,PF,1606238803
Santa Cruz de la Sierra,-17.8,-63.17,96.8,37,40,16.11,BO,1606238794
Bonito,-21.12,-56.48,98.19,26,0,6.98,BR,1606238804
Ozernovskiy,51.5,156.52,30.78,88,100,30.76,RU,1606238804
Sfântu Gheorghe,45.87,25.78,36.0,83,87,0.31,RO,1606238805
Itarema,-2.92,-39.92,87.78,57,65,18.61,BR,1606238805
Tizimín,21.15,-88.15,82.58,68,9,5.95,MX,1606238639
Wewak,-3.55,143.63,75.81,89,100,3.47,PG,1606238806
Manakara,-22.13,48.02,73.9,85,8,9.08,MG,1606238806
Estelle,29.85,-90.11,73.99,73,75,9.17,US,1606238807
Madera,37.17,-119.83,53.01,87,1,4.7,US,1606238808
Batagay-Alyta,67.8,130.41,-1.95,91,100,1.48,RU,1606238808
Rome,43.21,-75.46,37.0,64,90,6.93,US,1606238525
Hoquiam,46.98,-123.89,48.2,87,90,16.11,US,1606238809
Bongandanga,1.5,21.05,74.19,87,98,4.79,CD,1606238809
Spring Valley,36.11,-115.25,55.99,24,1,16.11,US,1606238323
Margate,51.38,1.39,50.0,84,88,4.0,GB,1606238810
Lanzhou,36.06,103.79,28.99,60,98,4.25,CN,1606238696
Rabat,33.99,-6.84,64.4,82,40,3.36,MA,1606238659
Sakib,32.28,35.81,59.0,47,98,8.05,JO,1606238811
Boardman,41.02,-80.66,42.01,68,99,1.01,US,1606238707
Orlik,52.52,99.83,2.34,88,99,0.89,RU,1606238812
Peniche,39.36,-9.38,61.0,79,89,11.99,PT,1606238683
Monte Patria,-30.69,-70.95,86.83,13,0,10.58,CL,1606238813
Rāwah,34.48,41.91,55.51,38,0,3.42,IQ,1606238813
Buchanan,5.88,-10.05,84.2,79,40,6.93,LR,1606238814
Lively,46.43,-81.15,18.0,66,90,9.17,CA,1606238815
Awjilah,29.11,21.29,65.07,39,46,8.28,LY,1606238815
Del Rio,29.36,-100.9,73.4,64,1,14.99,US,1606238816
Narsaq,60.92,-46.05,21.2,53,75,1.12,GL,1606238817
Cairns,-16.92,145.77,75.2,83,90,3.67,AU,1606238762
Añisoc,1.87,10.77,75.2,83,87,0.87,GQ,1606238818
Kosa,59.94,55.0,21.67,97,100,9.15,RU,1606238819
Sobolevo,54.43,31.9,35.31,86,87,9.46,RU,1606238819
Tarko-Sale,64.92,77.78,6.01,88,73,11.05,RU,1606238820
Kumluca,36.37,30.29,61.7,66,56,2.39,TR,1606238820
Jackson,42.42,-122.83,44.6,75,90,0.85,US,1606238821
Khovu-Aksy,51.13,93.6,11.44,94,97,0.51,RU,1606238821
Oodweyne,9.41,45.06,70.95,73,98,9.89,SO,1606238822
Luwuk,-0.95,122.79,78.67,73,61,3.02,ID,1606238777
Manadhoo,5.77,73.38,82.17,67,26,7.18,MV,1606238823
Onguday,50.75,86.15,18.32,91,100,0.02,RU,1606238823
Porto Santo,33.07,-16.34,68.0,72,40,6.93,PT,1606238823
